File-name,N,Sum,Num-of-runs,Mean-time(ms),Median-time(ms),Standard-deviation(ms)
../input/int_100.txt,100,1100214780,11,0.023711811412,0.019073486328,0.012857091277
../input/int_150.txt,150,-839957935,11,0.017512928356,0.015020370483,0.006256717374
../input/int_225.txt,225,2521574316,11,0.018184835261,0.015974044800,0.007075925159
../input/int_337.txt,337,3478527253,11,0.018314881758,0.015974044800,0.006675565396
../input/int_505.txt,505,-3255943702,11,0.017729672519,0.015974044800,0.006488554273
../input/int_757.txt,757,8558627445,11,0.019528649070,0.017881393433,0.006572274890
../input/int_1135.txt,1135,12262946476,11,0.019810416482,0.017881393433,0.006182773037
../input/int_1702.txt,1702,-9588993054,11,0.020178881559,0.018119812012,0.005983567978
../input/int_2553.txt,2553,27455592683,11,0.021110881459,0.018835067749,0.008053724293
../input/int_3829.txt,3829,41275149162,11,0.022086230191,0.019073486328,0.007744217678
../input/int_5743.txt,5743,-35596868849,11,0.023018230091,0.020980834961,0.006079780013
../input/int_8614.txt,8614,94147172997,11,0.029368834062,0.023126602173,0.014655595364
../input/int_12921.txt,12921,139756986164,11,0.022909858010,0.020027160645,0.008061548488
../input/int_19381.txt,19381,-118815509060,11,0.032099810514,0.028133392334,0.011704032268
../input/int_29071.txt,29071,316110502100,11,0.032901763916,0.029087066650,0.012085258807
../input/int_43606.txt,43606,473859972766,11,0.037345019254,0.031948089600,0.014364307931
../input/int_65409.txt,65409,-407229165275,11,0.034765763716,0.030040740967,0.012192875406
../input/int_98113.txt,98113,1060888525671,11,0.027786601673,0.025033950806,0.008782327982
../input/int_147169.txt,147169,1596563604060,11,0.031557950107,0.027179718018,0.012463739231
../input/int_220753.txt,220753,-1357573479578,11,0.038081949407,0.031948089600,0.020244276100
../input/int_331129.txt,331129,3590563539434,11,0.044454227794,0.038146972656,0.019760100663
../input/int_496693.txt,496693,5395743257383,11,0.054337761619,0.047922134399,0.020536257225
../input/int_745039.txt,745039,-4584541499629,11,0.072045759721,0.061988830566,0.033216220802
../input/int_1117558.txt,1117558,12120864695948,11,0.081149014560,0.077009201050,0.011579523175
../input/int_1676337.txt,1676337,18174057067033,11,0.088995153254,0.085115432739,0.010968856544
../input/int_2514505.txt,2514505,-15453814435550,11,0.088128176602,0.084161758423,0.010443861961
../input/int_3771757.txt,3771757,40913896985585,11,0.093113292347,0.088930130005,0.013299125818
../input/int_5657635.txt,5657635,61379413797806,11,0.101783058860,0.097990036011,0.011197784643
../input/int_8486452.txt,8486452,-52168339543694,11,0.115481289950,0.112056732178,0.010877361471
../input/int_10000000.txt,10000000,108438459168441,11,0.130545009266,0.118970870972,0.035062994698
../input/int_90000000.txt,90000000,976124459259439,11,0.762094150890,0.751018524170,0.036525440532
../input/int_170000000.txt,170000000,-1045009133281694,11,1.473925330422,1.462936401367,0.037746932803
../input/int_250000000.txt,250000000,2711090785176484,11,2.241763201627,2.231121063232,0.039853186016
../input/int_330000000.txt,330000000,3578813626013647,11,3.031145442616,3.018856048584,0.043022546868
../input/int_410000000.txt,410000000,-2520572426670966,11,3.741437738592,3.738880157471,0.033616696841
../input/int_490000000.txt,490000000,473521601392751858,11,4.556829279119,4.551887512207,0.031006350587
../input/int_570000000.txt,570000000,6181369220207249,11,5.385030399669,5.381107330322,0.032952581020
../input/int_650000000.txt,650000000,-3995846625628070,11,6.240541284735,6.232023239136,0.029141361909
../input/int_730000000.txt,730000000,7916462106004367,11,7.076913660223,7.076978683472,0.030290438382
../input/int_810000000.txt,810000000,8784257904348321,11,7.933768359098,7.936954498291,0.034876371868
../input/int_890000000.txt,890000000,-5470584779345515,11,8.798079057173,8.788108825684,0.035652916648
../input/int_970000000.txt,970000000,10519126697434509,11,9.677366776900,9.650945663452,0.084911953921
../input/int_1050000000.txt,1050000000,11386959708644217,11,10.523102500222,10.520219802856,0.031721939952
../input/int_1130000000.txt,1130000000,-6946584934663118,11,11.393200267445,11.380195617676,0.040169584612
../input/int_1210000000.txt,1210000000,13122000402721695,11,12.256448919123,12.238979339600,0.046177203241
../input/int_1290000000.txt,1290000000,13990205750418659,11,13.094360178167,13.093948364258,0.043705460539
../input/int_1370000000.txt,1370000000,-8421575046985826,11,13.954856178977,13.952016830444,0.036154108816
../input/int_1450000000.txt,1450000000,15724700708365467,11,14.822201295332,14.820098876953,0.029702365748
../input/int_1530000000.txt,1530000000,16592555078917334,11,15.695030039007,15.691995620728,0.034457562730
../input/int_1610000000.txt,1610000000,-9897471308255124,11,16.556739807129,16.555070877075,0.032268877949
../input/int_1690000000.txt,1690000000,18327255750132794,11,17.415285110474,17.409086227417,0.047943954814
../input/int_1770000000.txt,1770000000,19195504732872598,11,18.302657387473,18.298149108887,0.036663390879
../input/int_1850000000.txt,1850000000,-11373480598689655,11,19.156455993652,19.149780273438,0.036581522205
../input/int_1930000000.txt,1930000000,20930268839406724,11,20.052021200007,20.050048828125,0.034756504913
../input/int_1950000000.txt,1950000000,829194055168378909,11,20.253549922596,20.257949829102,0.047957512104
../input/int_1990000000.txt,1990000000,1923063093702983439,11,20.680167458274,20.674943923950,0.041230625172
