File-name,N,Sum,Num-of-runs,Mean-time(ms),Median-time(ms),Standard-deviation(ms)
../input/int_100.txt,100,1100214780,11,0.019008463079,0.017166137695,0.005744938860
../input/int_150.txt,150,-839957935,11,0.019181858410,0.017166137695,0.005692528684
../input/int_225.txt,225,2521574316,11,0.018813393333,0.016927719116,0.005418404662
../input/int_337.txt,337,3478527253,11,0.019225207242,0.017166137695,0.005740169520
../input/int_505.txt,505,-3255943702,11,0.019290230491,0.017166137695,0.005704589428
../input/int_757.txt,757,8558627445,11,0.018900090998,0.016927719116,0.005471268399
../input/int_1135.txt,1135,12262946476,11,0.019116835161,0.017166137695,0.005724844826
../input/int_1702.txt,1702,-9588993054,11,0.019658695568,0.018119812012,0.005821870867
../input/int_2553.txt,2553,27455592683,11,0.019918788563,0.018119812012,0.005891750642
../input/int_3829.txt,3829,41275149162,11,0.019810416482,0.018119812012,0.005826839394
../input/int_5743.txt,5743,-35596868849,11,0.020590695468,0.019073486328,0.005552924539
../input/int_8614.txt,8614,94147172997,11,0.020634044300,0.019073486328,0.005857885428
../input/int_12921.txt,12921,139756986164,11,0.020547346635,0.018835067749,0.005590209715
../input/int_19381.txt,19381,-118815509060,11,0.020677393133,0.019073486328,0.005537361615
../input/int_29071.txt,29071,316110502100,11,0.021457672119,0.019073486328,0.006606389105
../input/int_43606.txt,43606,473859972766,11,0.026984648271,0.024080276489,0.010031626075
../input/int_65409.txt,65409,-407229165275,11,0.034549019553,0.030040740967,0.012617031258
../input/int_98113.txt,98113,1060888525671,11,0.028068369085,0.025033950806,0.010015902312
../input/int_147169.txt,147169,1596563604060,11,0.030625950206,0.025987625122,0.014104776900
../input/int_220753.txt,220753,-1357573479578,11,0.037063251842,0.030040740967,0.022211442240
../input/int_331129.txt,331129,3590563539434,11,0.044454227794,0.036954879761,0.023488130012
../input/int_496693.txt,496693,5395743257383,11,0.053405761719,0.046968460083,0.021070591797
../input/int_745039.txt,745039,-4584541499629,11,0.064936551181,0.061035156250,0.010699269949
../input/int_1117558.txt,1117558,12120864695948,11,0.081257386641,0.077962875366,0.010912602599
../input/int_1676337.txt,1676337,18174057067033,11,0.089233571833,0.086069107056,0.008650416759
../input/int_2514505.txt,2514505,-15453814435550,11,0.088258223100,0.084877014160,0.010880259054
../input/int_3771757.txt,3771757,40913896985585,11,0.092809850519,0.089168548584,0.010384814287
../input/int_5657635.txt,5657635,61379413797806,11,0.099247152155,0.096082687378,0.010559058446
../input/int_8486452.txt,8486452,-52168339543694,11,0.111254778775,0.108003616333,0.010603743823
../input/int_10000000.txt,10000000,108438459168441,11,0.124411149458,0.113964080811,0.034352438718
../input/int_90000000.txt,90000000,976124459259439,11,0.653852115978,0.643014907837,0.036221795282
../input/int_170000000.txt,170000000,-1045009133281694,11,1.198985359885,1.188039779663,0.035843671017
../input/int_250000000.txt,250000000,2711090785176484,11,1.760157671842,1.746892929077,0.036099009376
../input/int_330000000.txt,330000000,3578813626013647,11,2.295103940097,2.283096313477,0.039153422921
../input/int_410000000.txt,410000000,-2520572426670966,11,2.832195975564,2.820968627930,0.036594643103
../input/int_490000000.txt,490000000,5313957255711694,11,3.388383171775,3.376007080078,0.038973592346
../input/int_570000000.txt,570000000,6181369220207249,11,3.930763764815,3.918886184692,0.037540868621
../input/int_650000000.txt,650000000,-3995846625628070,11,4.483353007923,4.473924636841,0.028549838630
../input/int_730000000.txt,730000000,7916462106004367,11,5.028746344826,5.020141601562,0.029607028915
../input/int_810000000.txt,810000000,8784257904348321,11,5.575613542037,5.566120147705,0.030423708841
../input/int_890000000.txt,890000000,-5470584779345515,11,6.114071065729,6.104946136475,0.030311636687
../input/int_970000000.txt,970000000,10519126697434509,11,6.654912775213,6.646156311035,0.031658915525
../input/int_1050000000.txt,1050000000,11386959708644217,11,7.201801646839,7.194042205811,0.030356661596
../input/int_1130000000.txt,1130000000,-6946584934663118,11,7.757988843051,7.750034332275,0.029927614575
../input/int_1210000000.txt,1210000000,13122000402721695,11,8.325490084561,8.316040039062,0.030246340005
../input/int_1290000000.txt,1290000000,13990205750418659,11,8.847106586803,8.838176727295,0.028393713654
../input/int_1370000000.txt,1370000000,-8421575046985826,11,9.382854808461,9.372949600220,0.031750044475
../input/int_1450000000.txt,1450000000,15724700708365467,11,10.001377625899,9.995222091675,0.030328833426
../input/int_1530000000.txt,1530000000,16592555078917334,11,10.472752831199,10.465145111084,0.029133434263
../input/int_1610000000.txt,1610000000,-9897471308255124,11,11.027812957764,11.018991470337,0.030176672616
../input/int_1690000000.txt,1690000000,18327255750132794,11,11.589115316218,11.577129364014,0.033511016813
../input/int_1770000000.txt,1770000000,19195504732872598,11,12.128829956055,12.120008468628,0.030583072954
../input/int_1850000000.txt,1850000000,-11373480598689655,11,12.667049061168,12.659788131714,0.029101595540
../input/int_1930000000.txt,1930000000,20930268839406724,11,13.199155980890,13.190031051636,0.030504367418
../input/int_1950000000.txt,1950000000,829194055168378909,11,13.370839032260,13.361930847168,0.029951726778
../input/int_1990000000.txt,1990000000,1923063093702983439,11,13.655467466875,13.648033142090,0.032236240639
